customer_id,age,gender,city,employment_type,annual_income,credit_score,existing_loans_count,loan_purpose,loan_amount,loan_tenure_months,interest_rate_pct,disbursement_date,loan_to_income_ratio,days_past_due,loan_status,is_default
CUST101509,25,Female,Noida,Business Owner,482000.0,724,1,Education,332000,60,7.93,2021-07-17,0.69,248,Written Off,1
CUST101510,31,Male,Gurugram,Salaried,745000.0,526,0,Personal,344000,84,11.55,2022-12-04,0.46,147,Default,1
CUST101511,54,Male,Gurugram,Self-Employed,907000.0,691,3,Home,599000,36,13.1,2021-03-13,0.66,148,Default,1
CUST101512,44,Female,Delhi,Business Owner,794000.0,694,0,Home,626000,24,9.81,2024-07-13,0.79,0,Closed,0
CUST101513,35,Male,Delhi,Self-Employed,981000.0,580,0,Credit Card Consolidation,1010000,24,16.23,2022-08-24,1.03,177,Default,1
CUST101514,58,Male,Noida,Salaried,828000.0,669,0,Personal,130000,36,10.72,2022-10-06,0.16,0,Active,0
CUST101515,28,Male,Delhi,Business Owner,1091000.0,699,2,Auto,604000,60,13.62,2022-04-09,0.55,0,Closed,0
CUST101516,25,Female,Mohali,Self-Employed,329000.0,682,1,Auto,282000,240,11.55,2021-03-03,0.86,177,Default,1
CUST101517,46,Male,Chandigarh,Salaried,571000.0,729,0,Home,201000,240,15.08,2024-07-11,0.35,0,Active,0
CUST101518,38,Female,Gurugram,Salaried,416000.0,716,0,Personal,563000,24,9.99,2023-05-31,1.35,0,Active,0
CUST101519,26,Female,Delhi,Business Owner,217000.0,731,1,Education,196000,24,16.44,2024-10-12,0.9,0,Closed,0
CUST101520,57,Male,Pune,Self-Employed,882000.0,573,1,Personal,350000,24,9.8,2022-12-29,0.4,119,Default,1
CUST101521,33,Male,Gurugram,Salaried,630000.0,622,0,Auto,501000,48,13.49,2025-09-16,0.8,0,Active,0
CUST101522,48,Male,Bengaluru,Self-Employed,857000.0,647,1,Personal,729000,48,12.32,2024-09-23,0.85,0,Closed,0
CUST101523,25,Male,Delhi,Salaried,277000.0,666,1,Personal,521000,120,12.56,2021-07-09,1.88,62,Default,1
CUST101524,33,Female,Mumbai,Salaried,325000.0,549,0,Home,531000,36,19.24,2023-12-28,1.63,153,Default,1
CUST101525,37,Female,Chandigarh,Salaried,989000.0,665,1,Personal,204000,120,9.0,2023-11-13,0.21,85,Default,1
CUST101526,60,Male,Bengaluru,Salaried,564000.0,738,3,Personal,733000,24,10.63,2022-08-22,1.3,0,Closed,0
CUST101527,52,Female,Hyderabad,Salaried,418000.0,570,3,Personal,604000,84,7.0,2021-11-07,1.44,100,Default,1
CUST101528,49,Male,Hyderabad,Salaried,663000.0,557,1,Home,303000,36,16.16,2022-01-04,0.46,128,Default,1
CUST101529,23,Female,Bengaluru,Salaried,220000.0,777,2,Auto,346000,84,13.32,2021-09-25,1.57,0,Closed,0
CUST101530,60,Female,Pune,Salaried,859000.0,710,0,Home,149000,36,8.13,2024-02-27,0.17,146,Default,1
CUST101531,54,Male,Delhi,Salaried,504000.0,834,1,Personal,643000,60,7.0,2025-03-13,1.28,103,Default,1
CUST101532,60,Male,Hyderabad,Salaried,482000.0,690,0,Personal,410000,120,7.31,2025-07-28,0.85,0,Closed,0
CUST101533,47,Female,Mumbai,Self-Employed,341000.0,670,1,Home,753000,24,12.64,2023-11-14,2.21,0,Active,0
CUST101534,33,Female,Delhi,Self-Employed,459000.0,619,0,Home,485000,24,12.05,2022-03-21,1.06,0,Active,0
CUST101535,53,Male,Delhi,Self-Employed,407000.0,867,2,Personal,215000,60,10.41,2022-04-08,0.53,0,Active,0
CUST101536,26,Male,Chennai,Salaried,939000.0,775,2,Personal,479000,60,11.96,2022-05-08,0.51,0,Active,0
CUST101537,44,Male,Mumbai,Self-Employed,846000.0,717,1,Auto,725000,24,10.01,2025-12-10,0.86,87,Default,1
CUST101538,39,Male,Delhi,Salaried,407000.0,702,0,Home,708000,240,13.54,2024-11-20,1.74,0,Active,0
CUST101539,36,Male,Bengaluru,Salaried,782000.0,587,2,Personal,418000,24,12.75,2023-08-14,0.53,0,Active,0
CUST101540,60,Male,Mumbai,Salaried,474000.0,680,1,Business,498000,48,7.0,2022-04-21,1.05,0,Active,0
CUST101541,48,Male,Chennai,Business Owner,523000.0,591,1,Personal,973000,24,11.15,2025-10-08,1.86,0,Closed,0
CUST101542,53,Male,Chandigarh,Salaried,743000.0,655,1,Auto,872000,12,12.45,2024-04-04,1.17,78,Default,1
CUST101543,61,Female,Noida,Salaried,355000.0,688,1,Credit Card Consolidation,559000,48,12.91,2022-12-22,1.57,0,Closed,0
CUST101544,33,Female,Mumbai,Self-Employed,1236000.0,694,0,Business,918000,240,9.02,2022-09-16,0.74,0,Closed,0
CUST101545,63,Male,Bengaluru,Salaried,587000.0,598,0,Business,222000,180,10.48,2024-01-04,0.38,0,Active,0
CUST101546,45,Male,Hyderabad,Salaried,286000.0,721,2,Personal,67000,36,7.95,2024-06-05,0.23,0,Closed,0
CUST101547,62,Male,Hyderabad,Business Owner,332000.0,672,0,Home,383000,48,8.57,2022-05-27,1.15,140,Default,1
CUST101548,56,Male,Delhi,Self-Employed,326000.0,740,1,Personal,151000,120,8.09,2021-10-11,0.46,0,Active,0
CUST101549,47,Female,Pune,Self-Employed,579000.0,727,1,Home,291000,120,12.42,2025-07-11,0.5,282,Written Off,1
CUST101550,58,Male,Chennai,Salaried,687000.0,778,3,Personal,246000,84,10.54,2025-04-28,0.36,135,Default,1
CUST101551,27,Female,Mumbai,Salaried,300000.0,616,0,Personal,184000,36,11.31,2025-06-13,0.61,0,Active,0
CUST101552,25,Male,Hyderabad,Self-Employed,725000.0,838,0,Business,403000,36,12.66,2021-07-23,0.56,0,Active,0
CUST101553,63,Female,Delhi,Salaried,423000.0,590,1,Auto,874000,48,14.47,2024-10-12,2.07,0,Closed,0
CUST101554,51,Male,Mohali,Salaried,461000.0,652,2,Home,629000,120,13.28,2023-05-31,1.36,61,Default,1
CUST101555,43,Male,Chandigarh,Salaried,307000.0,694,0,Personal,389000,36,14.16,2022-08-19,1.27,101,Default,1
CUST101556,62,Male,Mumbai,Salaried,824000.0,725,0,Education,73000,60,14.97,2021-02-26,0.09,17,Active - Overdue 30d,0
CUST101557,30,Female,Gurugram,Salaried,671000.0,656,2,Home,1004000,36,12.64,2024-09-21,1.5,0,Closed,0
CUST101558,52,Female,Mohali,Self-Employed,1320000.0,674,0,Personal,518000,48,7.0,2023-04-21,0.39,37,Active - Overdue 30d,0
CUST101559,63,Female,Hyderabad,Business Owner,848000.0,839,0,Auto,175000,12,12.04,2025-04-30,0.21,0,Closed,0
CUST101560,50,Female,Bengaluru,Salaried,205000.0,628,1,Credit Card Consolidation,867000,36,9.34,2025-06-26,4.23,125,Default,1
CUST101561,59,Female,Pune,Self-Employed,898000.0,599,1,Education,662000,84,14.8,2024-10-21,0.74,107,Default,1
CUST101562,51,Male,Pune,Self-Employed,977000.0,577,0,Personal,263000,12,13.23,2022-03-01,0.27,2,Active - Overdue 30d,0
CUST101563,38,Male,Mumbai,Salaried,455000.0,631,0,Business,178000,84,7.75,2025-04-20,0.39,0,Closed,0
CUST101564,56,Female,Delhi,Salaried,671000.0,413,1,Personal,918000,240,11.58,2024-10-14,1.37,129,Default,1
CUST101565,22,Female,Chandigarh,Self-Employed,704000.0,680,0,Personal,430000,48,12.96,2023-03-23,0.61,0,Closed,0
CUST101566,34,Female,Gurugram,Salaried,414000.0,816,0,Personal,542000,24,11.23,2022-08-15,1.31,113,Default,1
CUST101567,33,Male,Delhi,Self-Employed,1539000.0,675,0,Home,80000,120,15.46,2025-12-02,0.05,0,Closed,0
CUST101568,49,Male,Chennai,Salaried,965000.0,777,1,Credit Card Consolidation,576000,84,10.46,2023-09-22,0.6,0,Closed,0
CUST101569,32,Female,Gurugram,Salaried,554000.0,649,1,Home,330000,240,11.22,2023-05-24,0.6,0,Closed,0
CUST101570,59,Male,Bengaluru,Salaried,345000.0,820,1,Home,283000,24,9.89,2025-12-23,0.82,130,Default,1
CUST101571,22,Male,Delhi,Salaried,836000.0,713,2,Home,78000,24,13.63,2025-05-28,0.09,0,Active,0
CUST101572,52,Female,Pune,Business Owner,449000.0,677,0,Personal,326000,24,12.27,2022-05-24,0.73,0,Active,0
CUST101573,33,Female,Pune,Salaried,440000.0,601,0,Auto,554000,36,16.16,2024-04-30,1.26,0,Closed,0
CUST101574,47,Male,Pune,Business Owner,512000.0,695,0,Education,145000,60,9.09,2024-08-18,0.28,0,Closed,0
CUST101575,61,Female,Delhi,Self-Employed,646000.0,822,1,Education,225000,24,15.34,2025-02-10,0.35,0,Active,0
CUST101576,37,Female,Pune,Business Owner,,526,1,Auto,107000,36,10.71,2023-07-21,0.1,0,Closed,0
CUST101577,60,Female,Noida,Self-Employed,635000.0,671,0,Business,1356000,24,11.35,2023-07-12,2.14,0,Closed,0
CUST101578,51,Female,Bengaluru,Self-Employed,680000.0,651,1,Home,514000,36,10.5,2021-03-06,0.76,127,Written Off,1
CUST101579,54,Male,Delhi,Salaried,588000.0,569,1,Home,165000,12,10.77,2022-07-28,0.28,0,Active,0
CUST101580,44,Male,Chennai,Self-Employed,530000.0,621,0,Auto,960000,36,15.09,2025-09-19,1.81,116,Default,1
CUST101581,55,Male,Delhi,Salaried,395000.0,745,0,Personal,302000,12,11.89,2021-09-06,0.76,0,Active,0
CUST101582,26,Male,Delhi,Salaried,797000.0,637,4,Auto,563000,84,8.75,2023-09-13,0.71,0,Closed,0
CUST101583,39,Male,Mumbai,Self-Employed,294000.0,769,2,Home,206000,12,7.0,2022-04-03,0.7,0,Active,0
CUST101584,50,Male,Delhi,Self-Employed,1122000.0,654,0,Business,606000,36,8.75,2022-10-06,0.54,193,Written Off,1
CUST101585,27,Male,Gurugram,Salaried,558000.0,674,1,Auto,580000,24,10.96,2025-03-15,1.04,0,Active,0
CUST101586,30,Male,Mumbai,Self-Employed,1085000.0,751,2,Home,1012000,60,14.81,2023-12-21,0.93,0,Closed,0
CUST101587,61,Male,Noida,Salaried,1385000.0,670,3,Home,367000,24,11.3,2025-05-03,0.26,0,Closed,0
CUST101588,52,Female,Chandigarh,Salaried,571000.0,703,1,Credit Card Consolidation,348000,60,11.34,2021-05-05,0.61,0,Closed,0
CUST101589,54,Male,Pune,Salaried,811000.0,641,0,Education,116000,60,12.06,2025-09-24,0.14,0,Closed,0
CUST101590,48,Female,Bengaluru,Salaried,1016000.0,656,0,Auto,174000,48,12.66,2022-03-28,0.17,151,Default,1
CUST101591,35,Male,Pune,Salaried,543000.0,743,1,Auto,1024000,36,7.0,2024-07-07,1.89,0,Closed,0
CUST101592,50,Male,Gurugram,Salaried,952000.0,621,1,Home,212000,120,13.21,2024-01-02,0.22,198,Written Off,1
CUST101593,57,Female,Chennai,Salaried,817000.0,593,2,Education,430000,24,16.22,2022-11-05,0.53,0,Active,0
CUST101594,49,Male,Chennai,Self-Employed,596000.0,656,0,Business,562000,36,15.37,2025-12-28,0.94,0,Active,0
CUST101595,42,Male,Hyderabad,Salaried,693000.0,678,0,Business,1023000,60,10.13,2023-09-23,1.48,0,Active,0
CUST101596,24,Male,Gurugram,Salaried,464000.0,602,2,Business,420000,24,7.0,2021-04-07,0.91,0,Active,0
CUST101597,40,Male,Chennai,Salaried,1138000.0,794,1,Auto,502000,60,12.15,2025-03-29,0.44,0,Active,0
CUST101598,52,Male,Gurugram,Self-Employed,700000.0,695,1,Personal,528000,60,12.34,2025-01-22,0.75,106,Default,1
CUST101599,56,Male,Mumbai,Business Owner,569000.0,615,2,Personal,148000,48,14.01,2022-07-03,0.26,138,Default,1
CUST101600,24,Male,Mumbai,Self-Employed,1454000.0,722,1,Business,564000,36,12.77,2021-12-21,0.39,0,Closed,0
CUST101601,47,Female,Mohali,Salaried,804000.0,756,0,Education,1182000,84,14.2,2024-12-18,1.47,0,Active,0
CUST101602,37,Female,Delhi,Salaried,930000.0,592,0,Credit Card Consolidation,879000,24,14.44,2021-11-02,0.95,63,Default,1
CUST101603,32,Male,Chennai,Salaried,602000.0,719,0,Home,60000,24,7.0,2024-08-21,0.1,0,Active,0
CUST101604,42,Male,Delhi,Salaried,413000.0,639,1,Personal,386000,36,7.89,2025-09-18,0.93,130,Default,1
CUST101605,37,Male,Gurugram,Salaried,733000.0,718,1,Business,279000,48,12.01,2024-02-17,0.38,0,Active,0
CUST101606,30,Male,Pune,Salaried,472000.0,846,0,Home,225000,12,11.2,2024-12-08,0.48,0,Active,0
CUST101607,21,Male,Delhi,Salaried,1150000.0,620,1,Personal,389000,60,16.13,2023-01-13,0.34,177,Default,1
CUST101608,42,Female,Hyderabad,Business Owner,433000.0,702,0,Credit Card Consolidation,545000,24,13.57,2025-10-07,1.26,37,Active - Overdue 30d,0
CUST101609,46,Male,Hyderabad,Business Owner,333000.0,519,0,Auto,327000,120,13.31,2022-12-10,0.98,0,Active,0
CUST101610,38,Female,Chandigarh,Salaried,162000.0,838,0,Personal,596000,36,8.27,2025-06-30,3.68,132,Default,1
CUST101611,34,Male,Chandigarh,Salaried,861000.0,511,1,Credit Card Consolidation,418000,36,9.32,2023-10-14,0.49,0,Active,0
CUST101612,49,Female,Mumbai,Business Owner,681000.0,693,1,Personal,204000,24,7.73,2021-03-11,0.3,0,Active,0
CUST101613,32,Female,Gurugram,Salaried,569000.0,762,1,Home,1032000,84,10.9,2024-02-10,1.81,0,Active,0
CUST101614,56,Female,Mumbai,Business Owner,1229000.0,673,3,Auto,346000,180,10.36,2023-02-13,0.28,170,Default,1
CUST101615,55,Male,Bengaluru,Salaried,1350000.0,650,0,Education,668000,84,9.22,2022-11-16,0.49,0,Closed,0
CUST101616,32,Female,Noida,Salaried,733000.0,670,1,Home,274000,120,18.95,2021-05-11,0.37,0,Active,0
CUST101617,27,Female,Pune,Salaried,836000.0,655,1,Auto,631000,60,13.37,2022-04-22,0.75,0,Active,0
CUST101618,49,Female,Hyderabad,Business Owner,273000.0,548,2,Personal,713000,36,16.24,2021-07-04,2.61,231,Written Off,1
CUST101619,31,Male,Pune,Self-Employed,429000.0,483,0,Home,756000,60,13.0,2022-12-26,1.76,171,Default,1
CUST101620,53,Female,Delhi,Salaried,751000.0,770,0,Auto,838000,24,14.86,2022-07-11,1.12,149,Default,1
CUST101621,26,Male,Pune,Salaried,384000.0,615,0,Personal,429000,12,12.56,2021-03-13,1.12,0,Closed,0
CUST101622,35,Female,Hyderabad,Salaried,1032000.0,678,1,Home,120000,36,9.51,2021-10-11,0.12,0,Active,0
CUST101623,52,Female,Mumbai,Salaried,854000.0,579,1,Home,925000,48,10.23,2022-11-20,1.08,0,Active,0
CUST101624,31,Male,Chennai,Self-Employed,,655,1,Personal,398000,60,7.81,2025-01-08,0.68,125,Default,1
CUST101625,43,Male,Chandigarh,Salaried,937000.0,744,0,Auto,152000,36,11.9,2024-05-12,0.16,0,Closed,0
CUST101626,46,Male,Mumbai,Self-Employed,451000.0,638,1,Credit Card Consolidation,474000,120,13.78,2022-11-13,1.05,0,Closed,0
CUST101627,54,Female,Chandigarh,Business Owner,579000.0,782,0,Personal,540000,84,11.14,2021-04-22,0.93,175,Default,1
CUST101628,54,Male,Gurugram,Salaried,422000.0,691,1,Auto,660000,12,14.0,2022-07-04,1.56,0,Active,0
CUST101629,49,Male,Bengaluru,Business Owner,600000.0,682,2,Home,1579000,60,7.0,2023-02-20,2.63,0,Closed,0
CUST101630,24,Male,Chennai,Salaried,267000.0,705,1,Credit Card Consolidation,992000,60,15.1,2025-12-28,3.72,70,Default,1
CUST101631,37,Female,Noida,Salaried,1218000.0,701,2,Education,373000,84,13.88,2024-04-30,0.31,0,Closed,0
CUST101632,55,Male,Chennai,Salaried,901000.0,727,0,Education,265000,84,11.35,2025-08-24,0.29,0,Closed,0
CUST101633,33,Female,Chennai,Self-Employed,407000.0,665,0,Auto,168000,24,12.79,2025-08-09,0.41,0,Active,0
CUST101634,61,Male,Noida,Salaried,861000.0,609,0,Auto,691000,24,9.48,2022-12-20,0.8,107,Default,1
CUST101635,59,Female,Noida,Business Owner,640000.0,782,0,Personal,437000,48,7.0,2023-04-16,0.68,0,Active,0
CUST101636,35,Female,Mumbai,Self-Employed,1472000.0,759,0,Home,1128000,36,7.0,2021-09-13,0.77,0,Closed,0
CUST101637,49,Male,Gurugram,Salaried,1316000.0,709,0,Home,324000,48,10.02,2022-07-15,0.25,0,Active,0
CUST101638,49,Male,Mumbai,Salaried,789000.0,756,0,Home,481000,48,12.9,2023-05-27,0.61,0,Closed,0
CUST101639,31,Female,Chandigarh,Self-Employed,1140000.0,583,1,Home,343000,36,9.07,2021-02-15,0.3,144,Default,1
CUST101640,52,Male,Noida,Self-Employed,545000.0,599,0,Home,357000,60,11.24,2022-11-23,0.66,0,Active,0
CUST101641,22,Male,Delhi,Salaried,833000.0,724,2,Personal,505000,48,8.49,2025-11-20,0.61,0,Closed,0
CUST101642,34,Female,Pune,Salaried,510000.0,575,0,Auto,265000,84,13.4,2024-02-12,0.52,0,Closed,0
CUST101643,40,Female,Pune,Business Owner,1210000.0,824,1,Auto,404000,12,7.4,2023-01-21,0.33,121,Default,1
CUST101644,42,Male,Delhi,Salaried,394000.0,625,1,Business,323000,24,17.31,2023-12-16,0.82,0,Closed,0
CUST101645,31,Male,Delhi,Salaried,478000.0,562,2,Credit Card Consolidation,683000,12,11.57,2024-08-14,1.43,179,Default,1
CUST101646,47,Male,Gurugram,Self-Employed,789000.0,621,1,Credit Card Consolidation,235000,36,14.37,2024-09-16,0.3,0,Closed,0
CUST101647,23,Male,Delhi,Business Owner,445000.0,608,0,Business,1426000,24,11.65,2023-11-09,3.2,133,Default,1
CUST101648,37,Female,Pune,Salaried,227000.0,689,0,Education,551000,24,10.24,2023-07-14,2.43,0,Closed,0
CUST101649,64,Female,Gurugram,Self-Employed,1015000.0,704,1,Auto,1223000,60,9.57,2022-06-11,1.2,346,Written Off,1
CUST101650,48,Female,Chandigarh,Salaried,420000.0,607,2,Home,668000,84,7.0,2022-02-21,1.59,0,Closed,0
CUST101651,49,Male,Mumbai,Self-Employed,365000.0,681,0,Auto,623000,36,14.74,2025-01-08,1.71,3,Active - Overdue 30d,0
CUST101652,41,Male,Chandigarh,Salaried,853000.0,616,3,Home,302000,60,17.36,2022-11-12,0.35,188,Written Off,1
CUST101653,36,Male,Mumbai,Self-Employed,532000.0,762,1,Education,615000,48,17.88,2025-06-20,1.16,0,Closed,0
CUST101654,57,Male,Noida,Salaried,999000.0,595,0,Home,729000,12,7.65,2024-09-26,0.73,0,Active,0
CUST101655,40,Female,Bengaluru,Self-Employed,753000.0,799,1,Education,212000,180,11.57,2025-03-08,0.28,0,Active,0
CUST101656,26,Male,Noida,Self-Employed,544000.0,675,1,Home,321000,36,7.68,2025-09-15,0.59,0,Closed,0
CUST101657,39,Female,Hyderabad,Business Owner,1064000.0,735,0,Personal,721000,36,12.92,2024-07-04,0.68,0,Active,0
CUST101658,25,Female,Chennai,Salaried,554000.0,585,0,Personal,1356000,48,15.3,2024-11-01,2.45,0,Active,0
CUST101659,23,Female,Bengaluru,Self-Employed,901000.0,661,1,Personal,683000,36,8.58,2022-12-19,0.76,8,Active - Overdue 30d,0
CUST101660,21,Female,Delhi,Salaried,404000.0,837,0,Personal,583000,36,10.54,2025-11-24,1.44,0,Closed,0
CUST101661,58,Female,Gurugram,Salaried,751000.0,637,1,Auto,276000,60,12.35,2023-05-08,0.37,175,Default,1
CUST101662,35,Male,Mumbai,Salaried,774000.0,710,2,Business,838000,60,12.53,2025-05-25,1.08,0,Active,0
CUST101663,54,Male,Noida,Salaried,814000.0,648,0,Business,258000,60,17.08,2025-02-28,0.32,0,Active,0
CUST101664,55,Male,Bengaluru,Salaried,516000.0,643,0,Home,173000,120,7.0,2022-01-26,0.34,0,Closed,0
CUST101665,45,Male,Mohali,Self-Employed,797000.0,777,0,Home,1213000,48,8.59,2025-09-13,1.52,0,Closed,0
CUST101666,44,Female,Chennai,Self-Employed,1237000.0,792,1,Personal,659000,60,11.84,2021-05-06,0.53,0,Active,0
CUST101667,32,Female,Mumbai,Salaried,538000.0,530,0,Education,188000,240,9.0,2022-11-28,0.35,0,Closed,0
CUST101668,38,Male,Pune,Salaried,924000.0,636,1,Personal,831000,24,15.19,2022-06-12,0.9,328,Written Off,1
CUST101669,35,Male,Bengaluru,Salaried,645000.0,598,1,Personal,304000,84,16.99,2023-04-29,0.47,0,Closed,0
CUST101670,64,Male,Delhi,Business Owner,1243000.0,706,3,Business,475000,24,7.0,2022-01-05,0.38,78,Default,1
CUST101671,36,Female,Delhi,Salaried,560000.0,716,0,Auto,519000,36,11.75,2025-06-22,0.93,0,Active,0
CUST101672,47,Female,Noida,Salaried,754000.0,619,1,Auto,342000,36,12.57,2021-09-06,0.45,273,Written Off,1
CUST101673,28,Female,Gurugram,Salaried,668000.0,636,1,Auto,550000,60,13.53,2023-10-06,0.82,0,Closed,0
CUST101674,45,Male,Pune,Salaried,669000.0,694,1,Home,648000,60,7.0,2025-11-09,0.97,0,Active,0
CUST101675,37,Male,Bengaluru,Salaried,164000.0,659,0,Home,353000,84,15.76,2021-06-18,2.15,0,Closed,0
CUST101676,49,Female,Chandigarh,Salaried,433000.0,755,1,Personal,172000,48,11.91,2021-05-03,0.4,70,Default,1
CUST101677,28,Female,Bengaluru,Business Owner,632000.0,621,1,Education,313000,12,9.99,2023-08-12,0.5,148,Default,1
CUST101678,35,Male,Bengaluru,Self-Employed,865000.0,723,0,Business,377000,48,13.31,2021-10-20,0.44,0,Active,0
CUST101679,47,Female,Delhi,Self-Employed,756000.0,663,1,Business,268000,36,12.4,2023-12-23,0.35,0,Active,0
CUST101680,27,Male,Gurugram,Salaried,1087000.0,767,1,Home,842000,36,9.89,2024-07-13,0.77,0,Closed,0
CUST101681,23,Female,Pune,Salaried,612000.0,708,0,Business,744000,24,16.08,2022-05-18,1.22,41,Active - Overdue 30d,0
CUST101682,49,Female,Delhi,Salaried,662000.0,569,1,Personal,301000,24,12.25,2023-11-17,0.45,0,Active,0
CUST101683,64,Female,Mohali,Salaried,1040000.0,599,1,Business,617000,36,12.65,2022-06-19,0.59,0,Closed,0
CUST101684,44,Male,Mumbai,Salaried,999000.0,599,1,Auto,522000,60,7.67,2024-02-28,0.52,0,Active,0
CUST101685,23,Male,Gurugram,Salaried,898000.0,661,1,Business,551000,36,8.51,2022-01-28,0.61,0,Active,0
CUST101686,40,Female,Mumbai,Self-Employed,1269000.0,654,0,Home,228000,36,10.81,2024-12-15,0.18,147,Default,1
CUST101687,35,Female,Mumbai,Salaried,558000.0,689,1,Personal,404000,60,15.39,2022-01-09,0.72,95,Default,1
CUST101688,45,Male,Noida,Salaried,284000.0,794,1,Auto,176000,24,11.9,2024-10-24,0.62,77,Default,1
CUST101689,50,Female,Chennai,Salaried,519000.0,728,2,Personal,161000,24,11.85,2024-09-09,0.31,0,Closed,0
CUST101690,34,Male,Hyderabad,Salaried,837000.0,664,0,Business,1207000,120,12.53,2025-12-28,1.44,0,Active,0
CUST101691,27,Female,Noida,Self-Employed,494000.0,629,1,Education,473000,36,11.28,2025-02-12,0.96,0,Active,0
CUST101692,37,Female,Chennai,Salaried,342000.0,760,1,Personal,617000,36,14.3,2022-04-14,1.8,0,Active,0
CUST101693,64,Male,Pune,Self-Employed,824000.0,734,2,Personal,581000,84,10.72,2022-12-26,0.71,132,Default,1
CUST101694,40,Male,Chennai,Salaried,419000.0,830,0,Personal,150000,24,11.04,2023-09-02,0.36,0,Closed,0
CUST101695,56,Male,Gurugram,Salaried,722000.0,744,2,Auto,610000,84,14.54,2023-02-22,0.84,42,Active - Overdue 30d,0
CUST101696,29,Male,Chandigarh,Salaried,440000.0,668,2,Personal,604000,60,7.0,2021-07-29,1.37,0,Closed,0
CUST101697,58,Male,Chennai,Salaried,443000.0,755,0,Personal,400000,84,17.0,2023-07-05,0.9,0,Active,0
CUST101698,42,Female,Mumbai,Self-Employed,661000.0,824,0,Home,858000,48,18.06,2021-06-03,1.3,0,Closed,0
CUST101699,22,Female,Noida,Business Owner,600000.0,638,2,Home,686000,12,7.85,2023-02-07,1.14,166,Default,1
CUST101700,44,Male,Delhi,Salaried,351000.0,619,2,Personal,268000,60,9.93,2021-11-01,0.76,0,Closed,0
CUST101701,28,Male,Noida,Salaried,902000.0,596,0,Auto,488000,36,10.22,2021-04-18,0.54,0,Active,0
CUST101702,31,Male,Bengaluru,Salaried,809000.0,669,1,Auto,649000,60,12.63,2025-12-21,0.8,0,Active,0
CUST101703,33,Male,Bengaluru,Business Owner,1254000.0,639,1,Personal,346000,12,10.9,2025-03-03,0.28,141,Default,1
CUST101704,37,Male,Mumbai,Business Owner,755000.0,673,1,Auto,427000,60,14.92,2021-12-07,0.57,0,Active,0
CUST101705,28,Female,Noida,Salaried,1095000.0,662,3,Credit Card Consolidation,140000,24,11.1,2025-08-05,0.13,174,Default,1
CUST101706,41,Female,Delhi,Business Owner,461000.0,723,0,Credit Card Consolidation,513000,24,10.0,2023-10-09,1.11,0,Closed,0
CUST101707,38,Male,Pune,Self-Employed,703000.0,753,1,Business,319000,36,7.77,2024-02-12,0.45,0,Closed,0
CUST101708,50,Female,Pune,Business Owner,607000.0,707,0,Business,751000,180,12.89,2022-08-01,1.24,0,Active,0
CUST101709,38,Female,Bengaluru,Self-Employed,380000.0,697,1,Home,257000,36,12.21,2022-07-18,0.68,0,Closed,0
CUST101710,51,Male,Mohali,Salaried,553000.0,694,3,Personal,118000,36,18.4,2025-10-15,0.21,0,Closed,0
CUST101711,58,Female,Mumbai,Self-Employed,1001000.0,611,0,Credit Card Consolidation,140000,36,7.0,2025-02-11,0.14,136,Default,1
CUST101712,52,Female,Pune,Self-Employed,382000.0,730,0,Home,1048000,60,13.7,2021-01-03,2.74,176,Default,1
CUST101713,31,Female,Gurugram,Salaried,478000.0,696,0,Business,669000,120,16.57,2025-10-14,1.4,0,Closed,0
CUST101714,45,Male,Delhi,Self-Employed,778000.0,497,1,Personal,228000,36,9.05,2021-01-22,0.29,0,Active,0
CUST101715,53,Female,Delhi,Self-Employed,614000.0,708,0,Credit Card Consolidation,497000,48,13.19,2025-12-08,0.81,0,Closed,0
CUST101716,58,Female,Hyderabad,Business Owner,1141000.0,670,2,Education,1278000,84,10.61,2023-05-03,1.12,0,Active,0
CUST101717,61,Male,Noida,Salaried,1528000.0,724,1,Personal,233000,48,18.37,2025-01-10,0.15,0,Active,0
CUST101718,28,Male,Mumbai,Salaried,779000.0,725,0,Home,1192000,60,16.65,2025-07-21,1.53,0,Closed,0
CUST101719,31,Male,Delhi,Business Owner,593000.0,784,0,Personal,1044000,60,14.87,2023-11-07,1.76,0,Closed,0
CUST101720,42,Female,Mohali,Self-Employed,507000.0,624,3,Education,269000,120,7.0,2021-09-21,0.53,76,Default,1
CUST101721,44,Male,Mumbai,Salaried,510000.0,557,1,Personal,567000,36,10.7,2021-06-11,1.11,0,Active,0
CUST101722,61,Female,Chandigarh,Salaried,753000.0,792,1,Credit Card Consolidation,168000,12,9.82,2024-09-06,0.22,110,Default,1
CUST101723,37,Male,Chandigarh,Self-Employed,818000.0,761,1,Auto,332000,240,16.73,2021-05-22,0.41,0,Active,0
CUST101724,32,Male,DELHI,Salaried,338000.0,626,0,Auto,658000,240,13.29,2022-09-27,1.95,0,Active,0
CUST101725,52,Male,Pune,Business Owner,311000.0,643,0,Business,337000,120,11.72,2023-08-07,1.08,219,Written Off,1
CUST101726,35,Male,Mohali,Business Owner,515000.0,688,0,Business,127000,36,15.46,2023-06-19,0.25,0,Active,0
CUST101727,36,Male,Gurugram,Salaried,356000.0,683,1,Education,50000,48,12.82,2025-05-01,0.14,0,Closed,0
