customer_id,age,gender,city,employment_type,annual_income,credit_score,credit_band,existing_loans_count,loan_purpose,loan_amount,loan_tenure_months,interest_rate_pct,disbursement_date,loan_to_income_ratio,days_past_due,loan_status,is_default,predicted_default_prob,risk_segment
CUST102551,42,Female,Bengaluru,Business Owner,1159000.0,809,Excellent,2,Business,1212000,12,14.07,2024-11-24,1.05,0,Closed,0,0.388,Medium Risk
CUST102552,63,Male,Pune,Salaried,1164000.0,759,Very Good,0,Personal,1154000,48,9.63,2021-10-08,0.99,0,Active,0,0.358,Medium Risk
CUST102553,45,Male,Pune,Salaried,735000.0,578,Poor,1,Personal,796000,48,11.04,2024-09-30,1.08,76,Default,1,0.539,High Risk
CUST102554,42,Male,Pune,Salaried,651000.0,701,Good,0,Personal,84000,48,10.4,2022-12-24,0.13,0,Closed,0,0.388,Medium Risk
CUST102555,48,Male,Mumbai,Salaried,477000.0,520,Poor,0,Education,209000,240,10.79,2022-07-27,0.44,0,Closed,0,0.497,High Risk
CUST102556,49,Male,Pune,Self-Employed,767000.0,655,Fair,1,Personal,478000,120,13.33,2022-01-01,0.62,0,Active,0,0.576,High Risk
CUST102557,33,Male,Gurugram,Self-Employed,1062000.0,663,Fair,0,Auto,312000,60,8.91,2024-09-23,0.29,0,Active,0,0.444,High Risk
CUST102558,38,Female,Noida,Business Owner,968000.0,618,Fair,1,Personal,345000,36,15.87,2021-08-07,0.36,216,Written Off,1,0.54,High Risk
CUST102559,22,Female,Noida,Salaried,301000.0,612,Fair,1,Personal,323000,24,9.79,2025-03-08,1.07,0,Active,0,0.487,High Risk
CUST102560,49,Female,Chennai,Salaried,400000.0,699,Good,2,Personal,360000,84,10.84,2025-07-31,0.9,0,Closed,0,0.447,High Risk
CUST102561,41,Female,Hyderabad,Salaried,625000.0,642,Fair,0,Business,519000,24,14.76,2023-02-03,0.83,0,Active,0,0.463,High Risk
CUST102562,35,Male,Mumbai,Self-Employed,391000.0,728,Good,0,Education,655000,12,20.23,2021-08-18,1.68,358,Written Off,1,0.418,High Risk
CUST102563,47,Male,Mumbai,Self-Employed,783000.0,787,Very Good,2,Auto,416000,60,15.43,2021-03-26,0.53,324,Written Off,1,0.473,High Risk
CUST102564,51,Male,Chennai,Salaried,264000.0,707,Good,1,Auto,1247000,36,13.54,2022-03-29,4.72,0,Closed,0,0.633,Very High Risk
CUST102565,35,Female,Gurugram,Self-Employed,368000.0,788,Very Good,2,Home,550000,120,11.69,2023-10-05,1.49,109,Default,1,0.54,High Risk
CUST102566,43,Male,Gurugram,Salaried,970000.0,619,Fair,1,Credit Card Consolidation,478000,120,7.0,2023-11-20,0.49,0,Closed,0,0.418,High Risk
CUST102567,44,Female,Chennai,Self-Employed,910000.0,680,Good,0,Home,334000,48,10.07,2021-09-21,0.37,0,Closed,0,0.445,High Risk
CUST102568,64,Male,Pune,Salaried,291000.0,768,Very Good,0,Personal,580000,60,11.19,2022-06-24,1.99,107,Default,1,0.535,High Risk
CUST102569,33,Male,Delhi,Salaried,986000.0,663,Fair,0,Home,210000,24,13.17,2023-04-29,0.21,0,Active,0,0.408,High Risk
CUST102570,42,Male,Delhi,Self-Employed,470000.0,703,Good,3,Personal,178000,60,10.2,2023-08-06,0.38,0,Closed,0,0.437,High Risk
CUST102571,63,Male,Mumbai,Salaried,1257000.0,599,Fair,0,Personal,840000,48,18.66,2025-07-21,0.67,163,Default,1,0.426,High Risk
CUST102572,57,Male,Hyderabad,Self-Employed,951000.0,814,Excellent,0,Business,293000,36,12.48,2025-04-06,0.31,0,Closed,0,0.359,Medium Risk
CUST102573,53,Female,Gurugram,Self-Employed,573000.0,619,Fair,0,Auto,697000,120,13.65,2022-02-06,1.22,75,Default,1,0.64,Very High Risk
CUST102574,23,Female,Mohali,Salaried,783000.0,695,Good,2,Business,442000,120,12.42,2023-06-04,0.56,0,Active,0,0.425,High Risk
CUST102575,39,Male,Hyderabad,Salaried,618000.0,624,Fair,1,Home,409000,84,14.03,2021-09-11,0.66,0,Closed,0,0.457,High Risk
CUST102576,43,Female,Mumbai,Self-Employed,971000.0,581,Fair,2,Auto,581000,120,11.15,2022-08-05,0.6,89,Default,1,0.651,Very High Risk
CUST102577,49,Male,Delhi,Salaried,312000.0,714,Good,0,Personal,353000,180,13.21,2023-01-18,1.13,0,Closed,0,0.359,Medium Risk
CUST102578,50,Female,Chandigarh,Salaried,750000.0,819,Excellent,1,Personal,451000,48,20.81,2023-05-19,0.6,0,Closed,0,0.227,Medium Risk
CUST102579,59,Male,Noida,Self-Employed,368000.0,618,Fair,1,Credit Card Consolidation,634000,48,12.91,2022-12-28,1.72,161,Written Off,1,0.656,Very High Risk
CUST102580,64,Female,Delhi,Salaried,1029000.0,596,Fair,1,Personal,1036000,180,11.68,2021-12-04,1.01,0,Active,0,0.456,High Risk
CUST102581,45,Male,Chennai,Salaried,854000.0,633,Fair,0,Home,256000,120,14.07,2022-09-25,0.3,0,Active,0,0.439,High Risk
CUST102582,57,Male,Bengaluru,Self-Employed,237000.0,651,Fair,0,Home,348000,48,10.8,2021-12-31,1.47,127,Default,1,0.677,Very High Risk
CUST102583,28,Male,Delhi,Business Owner,512000.0,712,Good,1,Business,603000,24,11.33,2021-07-05,1.18,96,Default,1,0.579,High Risk
CUST102584,62,Male,Noida,Salaried,786000.0,527,Poor,1,Home,193000,84,7.38,2024-03-11,0.25,0,Active,0,0.491,High Risk
CUST102585,36,Male,Mumbai,Self-Employed,228000.0,770,Very Good,0,Business,358000,24,15.19,2025-10-26,1.57,138,Default,1,0.54,High Risk
CUST102586,28,Male,Pune,Salaried,454000.0,790,Very Good,2,Home,580000,120,8.31,2023-09-07,1.28,0,Closed,0,0.316,Medium Risk
CUST102587,21,Female,Mumbai,Salaried,843000.0,710,Good,0,Business,719000,60,11.74,2022-11-25,0.85,0,Closed,0,0.368,Medium Risk
CUST102588,64,Female,Chennai,Salaried,302000.0,592,Fair,0,Business,659000,48,9.95,2024-06-06,2.18,120,Default,1,0.596,High Risk
CUST102589,25,Female,Chennai,Salaried,373000.0,767,Very Good,3,Home,302000,180,18.99,2023-12-17,0.81,0,Closed,0,0.291,Medium Risk
CUST102590,23,Female,Noida,Self-Employed,515000.0,642,Fair,0,Business,522000,60,14.46,2022-10-07,1.01,14,Active - Overdue 30d,0,0.557,High Risk
CUST102591,21,Female,Delhi,Salaried,482000.0,694,Good,0,Personal,752000,24,10.73,2023-09-12,1.56,0,Closed,0,0.454,High Risk
CUST102592,24,Male,Mumbai,Salaried,693000.0,676,Good,0,Home,197000,36,9.31,2022-11-06,0.28,337,Written Off,1,0.435,High Risk
CUST102593,60,Male,Chandigarh,Business Owner,1201000.0,584,Fair,3,Home,363000,24,9.53,2022-12-04,0.3,0,Active,0,0.581,High Risk
CUST102594,55,Female,Bengaluru,Salaried,736000.0,836,Excellent,4,Business,442000,120,10.52,2021-12-08,0.6,0,Active,0,0.27,Medium Risk
CUST102595,52,Female,Pune,Self-Employed,637000.0,575,Poor,3,Home,482000,36,8.97,2023-06-23,0.76,299,Written Off,1,0.701,Very High Risk
CUST102596,62,Male,Chandigarh,Salaried,865000.0,681,Good,0,Education,160000,180,12.74,2021-02-04,0.18,0,Active,0,0.377,Medium Risk
CUST102597,54,Male,Delhi,Self-Employed,551000.0,692,Good,1,Business,319000,48,12.24,2025-01-22,0.58,0,Active,0,0.473,High Risk
CUST102598,63,Male,Hyderabad,Salaried,927000.0,685,Good,0,Personal,387000,120,13.24,2024-05-01,0.42,101,Default,1,0.42,High Risk
CUST102599,45,Female,Chennai,Salaried,606000.0,700,Good,2,Education,121000,36,13.79,2025-02-12,0.2,0,Closed,0,0.414,High Risk
CUST102600,30,Male,Mohali,Salaried,991000.0,681,Good,0,Business,387000,180,11.54,2025-04-11,0.39,17,Active - Overdue 30d,0,0.387,Medium Risk
CUST102601,41,Female,Gurugram,Self-Employed,398000.0,711,Good,0,Auto,275000,84,14.24,2022-11-03,0.69,0,Active,0,0.414,High Risk
CUST102602,59,Female,Bengaluru,Business Owner,432000.0,600,Fair,0,Auto,541000,180,14.66,2022-04-25,1.25,37,Active - Overdue 30d,0,0.584,High Risk
CUST102603,47,Female,Delhi,Salaried,840000.0,586,Fair,0,Education,307000,84,8.21,2023-09-24,0.37,94,Default,1,0.52,High Risk
CUST102604,47,Male,Delhi,Salaried,508000.0,769,Very Good,1,Credit Card Consolidation,274000,60,9.98,2021-09-26,0.54,135,Default,1,0.421,High Risk
CUST102605,22,Male,Bengaluru,Salaried,697000.0,718,Good,1,Personal,508000,120,15.74,2024-05-15,0.73,0,Active,0,0.327,Medium Risk
CUST102606,61,Male,Mohali,Salaried,718000.0,667,Fair,0,Auto,518000,12,11.1,2023-11-28,0.72,0,Active,0,0.479,High Risk
CUST102607,33,Male,Mumbai,Salaried,405000.0,785,Very Good,0,Personal,202000,36,8.11,2021-07-14,0.5,109,Default,1,0.309,Medium Risk
CUST102608,29,Female,Delhi,Business Owner,566000.0,722,Good,0,Personal,324000,48,12.39,2022-04-09,0.57,0,Closed,0,0.418,High Risk
CUST102609,56,Male,Mumbai,Self-Employed,390000.0,738,Good,0,Credit Card Consolidation,1202000,120,13.41,2021-11-18,3.08,0,Active,0,0.509,High Risk
CUST102610,42,Male,Bengaluru,Salaried,536000.0,799,Very Good,1,Personal,841000,48,9.94,2025-10-09,1.57,0,Active,0,0.434,High Risk
CUST102611,62,Male,Mumbai,Salaried,683000.0,691,Good,0,Credit Card Consolidation,174000,48,7.56,2023-12-03,0.25,299,Written Off,1,0.462,High Risk
CUST102612,46,Female,Chandigarh,Salaried,882000.0,650,Fair,1,Credit Card Consolidation,733000,36,11.38,2022-03-28,0.83,0,Closed,0,0.458,High Risk
CUST102613,32,Male,Gurugram,Salaried,1298000.0,646,Fair,1,Business,446000,48,8.25,2021-05-21,0.34,0,Closed,0,0.344,Medium Risk
CUST102614,37,Female,Delhi,Business Owner,967000.0,512,Poor,1,Home,761000,120,9.5,2025-04-24,0.79,92,Default,1,0.615,Very High Risk
CUST102615,34,Male,Delhi,Salaried,731000.0,597,Fair,1,Home,527000,84,13.28,2024-11-24,0.72,0,Active,0,0.494,High Risk
CUST102616,34,Male,Pune,Salaried,1252000.0,740,Very Good,0,Auto,800000,60,8.69,2022-07-08,0.64,13,Active - Overdue 30d,0,0.285,Medium Risk
CUST102617,54,Male,Bengaluru,Salaried,472000.0,614,Fair,1,Auto,220000,60,12.3,2022-01-04,0.47,0,Active,0,0.46,High Risk
CUST102618,40,Male,Mumbai,Self-Employed,970000.0,647,Fair,0,Auto,360000,36,7.0,2025-05-28,0.37,181,Written Off,1,0.514,High Risk
CUST102619,31,Female,Noida,Self-Employed,315000.0,738,Good,0,Home,486000,84,10.89,2025-11-27,1.54,0,Active,0,0.471,High Risk
CUST102620,36,Male,Gurugram,Business Owner,627000.0,691,Good,0,Personal,481000,36,8.46,2021-08-15,0.77,0,Closed,0,0.536,High Risk
CUST102621,51,Male,Pune,Salaried,618000.0,695,Good,1,Personal,918000,84,11.36,2024-06-23,1.49,0,Active,0,0.475,High Risk
CUST102622,26,Female,Noida,Salaried,484000.0,788,Very Good,1,Auto,616000,180,13.77,2025-05-03,1.27,131,Written Off,1,0.378,Medium Risk
CUST102623,39,Female,Gurugram,Salaried,567000.0,740,Very Good,0,Credit Card Consolidation,684000,36,9.57,2023-07-11,1.21,281,Written Off,1,0.393,Medium Risk
CUST102624,57,Female,Chennai,Salaried,697000.0,514,Poor,1,Credit Card Consolidation,267000,60,11.5,2023-10-19,0.38,0,Active,0,0.578,High Risk
CUST102625,24,Male,Noida,Salaried,408000.0,809,Excellent,0,Business,403000,120,12.46,2024-10-14,0.99,0,Active,0,0.281,Medium Risk
CUST102626,24,Male,Delhi,Salaried,745000.0,655,Fair,2,Personal,317000,48,11.82,2025-06-04,0.43,0,Active,0,0.467,High Risk
CUST102627,40,Female,Noida,Salaried,236000.0,731,Good,0,Auto,115000,84,11.0,2023-04-02,0.49,0,Closed,0,0.275,Medium Risk
CUST102628,30,Female,Mumbai,Salaried,333000.0,696,Good,0,Personal,389000,60,7.06,2021-03-15,1.17,0,Closed,0,0.396,Medium Risk
CUST102629,44,Female,Bengaluru,Salaried,502000.0,614,Fair,1,Credit Card Consolidation,390000,120,16.6,2021-05-29,0.78,174,Default,1,0.533,High Risk
CUST102630,55,Male,Chennai,Salaried,391000.0,714,Good,0,Auto,286000,120,14.0,2023-04-06,0.73,0,Closed,0,0.336,Medium Risk
CUST102631,46,Female,Noida,Self-Employed,496000.0,632,Fair,0,Business,419000,60,17.54,2025-08-07,0.84,0,Active,0,0.535,High Risk
CUST102632,57,Female,Hyderabad,Salaried,370000.0,650,Fair,1,Personal,444000,36,16.24,2021-09-05,1.2,110,Default,1,0.496,High Risk
CUST102633,58,Male,Mumbai,Business Owner,793000.0,738,Good,0,Personal,366000,60,9.42,2023-09-18,0.46,0,Closed,0,0.392,Medium Risk
CUST102634,41,Female,Chandigarh,Salaried,1547000.0,620,Fair,0,Home,323000,36,9.81,2025-02-05,0.21,0,Active,0,0.285,Medium Risk
CUST102635,60,Female,Pune,Salaried,605000.0,522,Poor,2,Personal,427000,12,9.5,2024-06-28,0.71,0,Closed,0,0.623,Very High Risk
CUST102636,59,Male,Bengaluru,Self-Employed,704000.0,611,Fair,1,Auto,245000,240,8.77,2024-03-10,0.35,106,Default,1,0.577,High Risk
CUST102637,41,Male,Mohali,Salaried,635000.0,781,Very Good,1,Home,439000,36,9.6,2021-08-22,0.69,0,Closed,0,0.335,Medium Risk
CUST102638,30,Female,Bengaluru,Business Owner,369000.0,757,Very Good,2,Home,178000,48,8.01,2021-07-02,0.48,151,Default,1,0.449,High Risk
CUST102639,58,Male,Delhi,Salaried,955000.0,720,Good,3,Credit Card Consolidation,991000,48,15.75,2021-10-19,1.04,93,Default,1,0.559,High Risk
CUST102640,24,Male,Mumbai,Salaried,1320000.0,710,Good,2,Education,536000,84,14.02,2023-01-04,0.41,0,Active,0,0.343,Medium Risk
CUST102641,40,Male,Bengaluru,Salaried,720000.0,840,Excellent,3,Business,509000,84,7.37,2022-10-08,0.71,0,Active,0,0.239,Medium Risk
CUST102642,37,Male,Hyderabad,Salaried,733000.0,781,Very Good,0,Personal,503000,48,11.18,2021-06-16,0.69,0,Closed,0,0.298,Medium Risk
CUST102643,27,Female,Delhi,Self-Employed,990000.0,619,Fair,1,Home,243000,84,14.04,2021-12-19,0.25,0,Closed,0,0.486,High Risk
CUST102644,24,Male,Chennai,Salaried,1195000.0,717,Good,1,Home,1574000,24,12.39,2024-07-09,1.32,0,Closed,0,0.357,Medium Risk
CUST102645,49,Male,Mumbai,Salaried,483000.0,730,Good,1,Auto,285000,84,10.17,2025-03-12,0.59,0,Closed,0,0.367,Medium Risk
CUST102646,34,Female,Gurugram,Salaried,942000.0,623,Fair,2,Education,1418000,24,12.25,2021-09-18,1.51,0,Closed,0,0.399,Medium Risk
CUST102647,23,Male,Hyderabad,Self-Employed,1287000.0,713,Good,0,Business,207000,60,12.17,2022-03-02,0.16,0,Closed,0,0.317,Medium Risk
CUST102648,44,Male,Mumbai,Salaried,396000.0,617,Fair,0,Personal,338000,12,8.04,2024-01-22,0.85,0,Active,0,0.471,High Risk
CUST102649,57,Female,Pune,Salaried,541000.0,675,Good,1,Personal,530000,240,8.02,2021-03-23,0.98,177,Default,1,0.493,High Risk
CUST102650,36,Male,Chennai,Salaried,1063000.0,665,Fair,2,Credit Card Consolidation,1286000,60,14.33,2021-08-26,1.21,92,Default,1,0.546,High Risk
CUST102651,24,Male,Pune,Salaried,486000.0,781,Very Good,2,Personal,348000,120,10.1,2021-05-22,0.72,0,Active,0,0.307,Medium Risk
CUST102652,44,Female,Chandigarh,Salaried,642000.0,759,Very Good,0,Auto,686000,48,7.67,2024-09-15,1.07,0,Active,0,0.371,Medium Risk
CUST102653,54,Female,Chennai,Business Owner,566000.0,607,Fair,0,Personal,575000,240,11.59,2023-07-27,1.02,0,Active,0,0.544,High Risk
CUST102654,50,Female,Mohali,Business Owner,514000.0,843,Excellent,0,Education,566000,48,7.4,2025-06-04,1.1,0,Closed,0,0.353,Medium Risk
CUST102655,38,Female,Delhi,Business Owner,465000.0,733,Good,1,Home,821000,36,9.22,2022-09-15,1.77,0,Active,0,0.5,High Risk
CUST102656,39,Female,Hyderabad,Salaried,1011000.0,566,Poor,0,Business,325000,84,13.3,2024-04-09,0.32,30,Active - Overdue 30d,0,0.512,High Risk
CUST102657,51,Female,Mumbai,Salaried,1474000.0,604,Fair,1,Personal,929000,24,9.4,2024-01-01,0.63,0,Active,0,0.404,High Risk
CUST102658,39,Female,Mumbai,Salaried,703000.0,576,Poor,2,Credit Card Consolidation,100000,36,16.12,2025-03-24,0.14,82,Default,1,0.604,Very High Risk
CUST102659,39,Male,Bengaluru,Salaried,1121000.0,642,Fair,2,Personal,336000,48,7.0,2025-05-10,0.3,0,Closed,0,0.454,High Risk
CUST102660,42,Male,Mohali,Business Owner,335000.0,819,Excellent,1,Personal,634000,36,10.25,2025-06-07,1.89,0,Active,0,0.437,High Risk
CUST102661,44,Female,Chandigarh,Salaried,1015000.0,676,Good,0,Personal,619000,48,12.27,2024-06-17,0.61,0,Active,0,0.414,High Risk
CUST102662,32,Female,Delhi,Salaried,532000.0,703,Good,1,Business,288000,120,13.5,2025-02-19,0.54,0,Closed,0,0.388,Medium Risk
CUST102663,50,Male,Mumbai,Self-Employed,470000.0,837,Excellent,0,Auto,1136000,24,14.69,2022-07-04,2.42,0,Active,0,0.392,Medium Risk
CUST102664,58,Male,Noida,Salaried,863000.0,608,Fair,2,Auto,442000,24,9.27,2022-04-16,0.51,134,Default,1,0.588,High Risk
CUST102665,51,Male,Bengaluru,Salaried,820000.0,707,Good,2,Education,408000,48,9.66,2024-06-11,0.5,0,Active,0,0.419,High Risk
CUST102666,56,Male,Bengaluru,Salaried,768000.0,768,Very Good,1,Credit Card Consolidation,326000,24,10.92,2023-05-05,0.42,0,Active,0,0.443,High Risk
CUST102667,39,Female,Noida,Salaried,450000.0,609,Fair,1,Personal,387000,12,10.84,2025-10-23,0.86,239,Written Off,1,0.538,High Risk
CUST102668,56,Female,Pune,Salaried,1105000.0,747,Very Good,1,Auto,362000,60,11.27,2025-03-27,0.33,43,Active - Overdue 30d,0,0.358,Medium Risk
CUST102669,50,Female,Delhi,Salaried,511000.0,700,Good,0,Education,603000,36,12.28,2025-01-17,1.18,0,Active,0,0.449,High Risk
CUST102670,53,Female,Gurugram,Salaried,739000.0,571,Poor,2,Business,96000,60,11.32,2024-10-24,0.13,0,Active,0,0.528,High Risk
CUST102671,38,Male,Noida,Salaried,504000.0,752,Very Good,1,Personal,279000,24,11.69,2021-06-11,0.55,0,Closed,0,0.352,Medium Risk
CUST102672,48,Male,Noida,Salaried,742000.0,707,Good,0,Business,447000,36,11.71,2024-05-30,0.6,0,Closed,0,0.367,Medium Risk
CUST102673,31,Male,Mumbai,Self-Employed,413000.0,688,Good,1,Personal,375000,60,13.3,2024-08-15,0.91,0,Closed,0,0.497,High Risk
CUST102674,53,Female,Delhi,Salaried,694000.0,709,Good,2,Home,104000,60,9.74,2023-02-23,0.15,17,Active - Overdue 30d,0,0.357,Medium Risk
CUST102675,37,Male,Delhi,Salaried,527000.0,809,Excellent,0,Home,1375000,60,7.87,2022-05-31,2.61,336,Written Off,1,0.543,High Risk
CUST102676,26,Male,Chandigarh,Salaried,198000.0,682,Good,0,Business,517000,24,12.61,2024-09-23,2.61,329,Written Off,1,0.672,Very High Risk
CUST102677,24,Female,Hyderabad,Salaried,705000.0,616,Fair,2,Personal,620000,84,7.49,2021-04-12,0.88,147,Default,1,0.487,High Risk
CUST102678,40,Male,Bengaluru,Salaried,544000.0,577,Poor,0,Personal,1009000,48,14.21,2022-02-28,1.85,0,Active,0,0.55,High Risk
CUST102679,47,Female,Hyderabad,Salaried,668000.0,619,Fair,1,Education,189000,24,10.28,2021-04-19,0.28,76,Default,1,0.455,High Risk
CUST102680,35,Female,Pune,Business Owner,997000.0,607,Fair,0,Education,485000,36,8.56,2024-04-04,0.49,3,Active - Overdue 30d,0,0.526,High Risk
CUST102681,26,Male,Hyderabad,Salaried,887000.0,627,Fair,0,Personal,217000,36,12.08,2023-08-15,0.24,117,Default,1,0.417,High Risk
CUST102682,34,Male,Mohali,Self-Employed,1524000.0,666,Fair,0,Education,279000,24,13.57,2024-08-01,0.18,0,Closed,0,0.467,High Risk
CUST102683,31,Female,Gurugram,Business Owner,1317000.0,741,Very Good,0,Auto,459000,120,16.49,2023-11-28,0.35,126,Default,1,0.441,High Risk
CUST102684,59,Male,Bengaluru,Salaried,654000.0,604,Fair,0,Home,499000,48,12.81,2023-08-27,0.76,92,Default,1,0.505,High Risk
CUST102685,29,Male,Hyderabad,Salaried,572000.0,609,Fair,1,Personal,282000,48,16.55,2024-02-21,0.49,135,Default,1,0.513,High Risk
CUST102686,46,Female,Chennai,Self-Employed,589000.0,666,Fair,0,Home,537000,24,7.0,2022-03-11,0.91,0,Active,0,0.551,High Risk
CUST102687,36,Female,Delhi,Salaried,510000.0,679,Good,2,Auto,191000,60,11.06,2023-12-16,0.37,0,Active,0,0.472,High Risk
CUST102688,25,Male,Chennai,Business Owner,1023000.0,743,Very Good,0,Home,238000,24,7.0,2025-06-15,0.23,0,Closed,0,0.383,Medium Risk
CUST102689,30,Female,Mumbai,Self-Employed,150000.0,698,Good,0,Education,198000,48,13.73,2024-07-20,1.32,0,Active,0,0.441,High Risk
CUST102690,23,Female,Mumbai,Self-Employed,796000.0,716,Good,0,Auto,701000,36,14.21,2024-03-08,0.88,122,Default,1,0.503,High Risk
CUST102691,33,Male,Delhi,Salaried,610000.0,692,Good,0,Personal,498000,48,12.62,2025-06-21,0.82,161,Default,1,0.427,High Risk
CUST102692,63,Female,Mohali,Salaried,626000.0,569,Poor,0,Auto,401000,60,15.41,2023-04-11,0.64,0,Closed,0,0.529,High Risk
CUST102693,50,Male,Chandigarh,Self-Employed,563000.0,554,Poor,0,Auto,192000,180,15.12,2024-02-12,0.34,0,Closed,0,0.506,High Risk
CUST102694,26,Male,Mumbai,Salaried,954000.0,507,Poor,0,Auto,927000,60,15.98,2023-06-23,0.97,95,Default,1,0.565,High Risk
CUST102695,37,Female,Mohali,Salaried,609000.0,583,Fair,1,Education,200000,36,8.65,2024-05-12,0.33,97,Default,1,0.511,High Risk
CUST102696,39,Female,Hyderabad,Self-Employed,769000.0,654,Fair,0,Auto,663000,84,14.49,2024-07-06,0.86,85,Default,1,0.635,Very High Risk
CUST102697,62,Male,Chennai,Salaried,622000.0,701,Good,0,Personal,584000,60,10.2,2024-08-16,0.94,0,Active,0,0.44,High Risk
CUST102698,55,Female,Delhi,Self-Employed,679000.0,485,Poor,1,Business,749000,36,11.96,2022-04-04,1.1,141,Default,1,0.703,Very High Risk
CUST102699,46,Female,Mumbai,Salaried,429000.0,613,Fair,0,Credit Card Consolidation,931000,12,15.49,2025-05-29,2.17,0,Active,0,0.528,High Risk
CUST102700,25,Female,Chandigarh,Self-Employed,468000.0,635,Fair,3,Auto,370000,84,8.18,2023-05-05,0.79,0,Closed,0,0.557,High Risk
CUST102701,49,Male,Chennai,Salaried,2173000.0,636,Fair,2,Education,1081000,60,11.79,2025-08-25,0.5,0,Active,0,0.348,Medium Risk
CUST102702,57,Female,Pune,Self-Employed,407000.0,637,Fair,3,Auto,825000,48,11.47,2024-12-04,2.03,140,Written Off,1,0.722,Very High Risk
CUST102703,40,Male,Pune,Self-Employed,858000.0,566,Poor,3,Personal,527000,48,17.64,2025-08-08,0.61,169,Default,1,0.708,Very High Risk
CUST102704,41,Male,Hyderabad,Business Owner,1319000.0,659,Fair,0,Business,409000,84,10.97,2024-12-27,0.31,0,Active,0,0.368,Medium Risk
CUST102705,30,Female,Delhi,Salaried,574000.0,605,Fair,0,Home,701000,48,12.46,2021-09-20,1.22,0,Closed,0,0.493,High Risk
CUST102706,25,Female,Pune,Self-Employed,265000.0,779,Very Good,3,Education,451000,60,12.26,2023-11-16,1.7,168,Default,1,0.586,High Risk
CUST102707,56,Female,Gurugram,Business Owner,695000.0,768,Very Good,0,Home,191000,48,16.07,2024-08-14,0.27,142,Default,1,0.449,High Risk
CUST102708,26,Male,Mumbai,Salaried,1561000.0,610,Fair,0,Education,889000,60,12.85,2023-01-01,0.57,0,Closed,0,0.335,Medium Risk
CUST102709,46,Male,Delhi,Salaried,736000.0,620,Fair,2,Personal,282000,48,11.02,2024-06-27,0.38,0,Closed,0,0.483,High Risk
CUST102710,24,Female,Chennai,Self-Employed,442000.0,820,Excellent,0,Auto,289000,36,11.98,2024-03-12,0.65,82,Default,1,0.415,High Risk
CUST102711,59,Male,Noida,Salaried,450000.0,566,Poor,0,Home,201000,60,14.73,2021-12-18,0.45,179,Default,1,0.546,High Risk
CUST102712,59,Male,Bengaluru,Salaried,799000.0,683,Good,2,Home,422000,48,17.09,2023-03-14,0.53,0,Active,0,0.488,High Risk
CUST102713,55,Male,Delhi,Salaried,880000.0,797,Very Good,1,Education,672000,36,11.1,2022-04-17,0.76,0,Closed,0,0.31,Medium Risk
CUST102714,21,Female,Mumbai,Salaried,967000.0,606,Fair,1,Business,284000,120,15.28,2023-09-08,0.29,203,Written Off,1,0.508,High Risk
CUST102715,44,Female,Mohali,Self-Employed,388000.0,551,Poor,0,Business,157000,36,15.08,2023-07-03,0.4,310,Written Off,1,0.588,High Risk
CUST102716,56,Female,Hyderabad,Business Owner,660000.0,635,Fair,1,Home,397000,36,12.5,2021-09-13,0.6,62,Default,1,0.579,High Risk
CUST102717,26,Female,Mohali,Self-Employed,313000.0,657,Fair,0,Personal,321000,12,8.4,2023-04-10,1.03,163,Written Off,1,0.64,Very High Risk
CUST102718,61,Female,Noida,Salaried,325000.0,692,Good,0,Business,706000,24,9.22,2023-08-09,2.17,66,Default,1,0.61,Very High Risk
CUST102719,64,Male,Bengaluru,Salaried,658000.0,688,Good,2,Home,53000,36,15.09,2022-12-24,0.08,124,Default,1,0.419,High Risk
CUST102720,51,Male,Mumbai,Self-Employed,974000.0,710,Good,1,Auto,302000,48,14.22,2023-07-08,0.31,0,Active,0,0.449,High Risk
CUST102721,40,Female,Gurugram,Salaried,554000.0,469,Poor,0,Business,1009000,12,11.39,2025-08-14,1.82,0,Closed,0,0.561,High Risk
CUST102722,44,Male,Mumbai,Business Owner,542000.0,683,Good,1,Home,172000,48,13.42,2023-11-24,0.32,0,Closed,0,0.478,High Risk
CUST102723,45,Male,Delhi,Business Owner,402000.0,621,Fair,0,Home,350000,48,13.83,2023-10-22,0.87,0,Closed,0,0.537,High Risk
CUST102724,56,Male,Delhi,Salaried,770000.0,783,Very Good,0,Home,1091000,12,12.5,2023-06-23,1.42,0,Active,0,0.369,Medium Risk
CUST102725,41,Male,Pune,Self-Employed,431000.0,738,Good,2,Education,238000,60,18.47,2021-03-30,0.55,0,Active,0,0.343,Medium Risk
CUST102726,50,Male,Chandigarh,Salaried,905000.0,757,Very Good,2,Credit Card Consolidation,627000,84,7.36,2023-09-27,0.69,0,Closed,0,0.35,Medium Risk
CUST102727,44,Female,Bengaluru,Self-Employed,434000.0,758,Very Good,1,Home,931000,60,12.33,2022-10-09,2.15,0,Closed,0,0.52,High Risk
CUST102728,64,Female,Chandigarh,Salaried,599000.0,690,Good,2,Home,501000,36,7.2,2021-07-27,0.84,0,Closed,0,0.483,High Risk
CUST102729,62,Female,Mumbai,Self-Employed,822000.0,641,Fair,1,Personal,482000,12,9.01,2022-09-19,0.59,112,Default,1,0.647,Very High Risk
CUST102730,50,Female,Hyderabad,Salaried,933000.0,667,Fair,0,Home,618000,48,12.46,2022-03-23,0.66,158,Default,1,0.43,High Risk
